Trade Date,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Prev. Day Open Interest
2016-09-21,15.9,16.1,15.2,15.3,14.92,-0.96,1771.0,0.0,35115.0
2016-09-20,15.7,16.25,14.85,15.9,15.875,0.2,85345.0,0.0,39559.0
2016-09-19,16.0,16.1,14.93,15.65,15.675,-0.35,90309.0,0.0,54983.0
2016-09-16,17.1,17.7,16.0,16.0,16.025,-1.05,107495.0,0.0,73420.0
2016-09-15,18.4,18.8,16.58,17.07,17.075,-1.3,120038.0,0.0,87997.0
2016-09-14,17.8,18.54,16.75,18.38,18.375,0.6,146630.0,0.0,98336.0
2016-09-13,15.36,19.12,15.33,17.76,17.775,2.45,264210.0,554.0,120594.0
2016-09-12,16.55,17.37,14.95,15.35,15.325,-1.15,218914.0,0.0,151696.0
2016-09-09,13.35,16.75,13.35,16.46,16.475,3.1,214341.0,0.0,175681.0
2016-09-08,13.25,13.52,13.15,13.39,13.375,0.15,73023.0,0.0,208901.0
2016-09-07,13.4,13.55,13.2,13.24,13.225,-0.15,74997.0,0.0,219095.0
2016-09-06,13.9,14.02,13.35,13.35,13.375,-0.55,76925.0,0.0,222361.0
2016-09-02,14.6,14.83,13.85,13.95,13.925,-0.65,96636.0,0.0,221989.0
2016-09-01,14.6,15.15,14.39,14.6,14.575,0.0,87955.0,1000.0,221836.0
2016-08-31,14.55,15.17,14.5,14.6,14.575,0.05,86809.0,0.0,226613.0
2016-08-30,14.68,14.95,14.5,14.55,14.525,-0.15,72488.0,0.0,234589.0
2016-08-29,15.1,15.4,14.6,14.7,14.675,-0.45,77548.0,0.0,240829.0
2016-08-26,15.0,15.73,14.48,15.15,15.125,0.15,126476.0,0.0,243985.0
2016-08-25,15.15,15.4,14.85,14.95,14.975,-0.15,84907.0,0.0,257805.0
2016-08-24,14.65,15.25,14.63,15.14,15.125,0.45,81925.0,0.0,267053.0
2016-08-23,14.85,14.85,14.5,14.7,14.675,-0.05,70883.0,0.0,271857.0
2016-08-22,14.65,15.0,14.65,14.74,14.725,0.05,82510.0,690.0,295871.0
2016-08-19,14.6,14.95,14.6,14.7,14.675,0.1,77311.0,0.0,277677.0
2016-08-18,14.85,15.13,14.55,14.55,14.575,-0.25,79246.0,0.0,287526.0
2016-08-17,15.3,15.65,14.8,14.8,14.825,-0.5,116632.0,0.0,292289.0
2016-08-16,14.82,15.4,14.75,15.35,15.325,0.5,128130.0,0.0,296004.0
2016-08-15,14.85,14.97,14.7,14.8,14.825,-0.15,89948.0,0.0,283009.0
2016-08-12,15.1,15.33,14.89,15.0,14.975,-0.1,99443.0,0.0,263618.0
2016-08-11,15.18,15.24,14.8,15.1,15.075,-0.1,103816.0,0.0,249137.0
2016-08-10,14.9,15.47,14.75,15.15,15.175,0.3,108335.0,0.0,232358.0
2016-08-09,15.15,15.18,14.6,14.85,14.875,-0.25,122486.0,0.0,218671.0
2016-08-08,15.3,15.4,15.1,15.12,15.125,-0.2,58583.0,0.0,191636.0
2016-08-05,15.9,15.92,15.25,15.35,15.325,-0.55,77674.0,0.0,182401.0
2016-08-04,16.28,16.35,15.8,15.85,15.875,-0.4,81631.0,219.0,175539.0
2016-08-03,16.6,17.0,16.25,16.25,16.275,-0.35,72264.0,720.0,160339.0
2016-08-02,16.2,17.1,16.05,16.65,16.625,0.4,95652.0,0.0,151324.0
2016-08-01,16.4,16.55,16.0,16.2,16.225,-0.2,84914.0,0.0,140789.0
2016-07-29,16.92,17.1,16.35,16.4,16.425,-0.5,75743.0,0.0,132459.0
2016-07-28,17.25,17.47,16.85,16.92,16.925,-0.35,66920.0,0.0,119681.0
2016-07-27,17.49,17.69,17.1,17.25,17.275,-0.2,70138.0,0.0,113921.0
2016-07-26,17.58,17.8,17.3,17.45,17.475,-0.1,65606.0,0.0,105237.0
2016-07-25,17.52,17.93,17.34,17.55,17.575,0.05,65898.0,212.0,92915.0
2016-07-22,17.75,17.78,17.25,17.5,17.525,-0.25,52938.0,0.0,84752.0
2016-07-21,17.23,17.82,17.1,17.77,17.775,0.55,61073.0,0.0,76001.0
2016-07-20,17.35,17.5,17.05,17.22,17.225,-0.12,55541.0,0.0,71164.0
2016-07-19,17.28,17.64,17.1,17.35,17.35,0.08,33391.0,0.0,63460.0
2016-07-18,17.65,17.75,17.2,17.28,17.275,-0.5,25302.0,0.0,59413.0
