Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2015-06-30,119.953125,119.96875,119.703125,,0.0234375,119.9375,2924.0,9667.0
2015-06-29,120.0234375,120.1171875,119.609375,,0.6015625,119.9140625,1588.0,9237.0
2015-06-26,119.5234375,119.5859375,119.2734375,,0.2421875,119.3125,524.0,9385.0
2015-06-25,119.4921875,119.4921875,119.390625,,0.0703125,119.5546875,220.0,9481.0
2015-06-24,119.5625,119.6484375,119.390625,,0.140625,119.625,988.0,9531.0
2015-06-23,119.5703125,119.5703125,119.4140625,,0.1796875,119.484375,204.0,9478.0
2015-06-22,119.8359375,119.8359375,119.6015625,,0.3359375,119.6640625,3719.0,9522.0
2015-06-19,119.890625,120.0703125,119.84375,,0.3125,120.0,2379.0,10051.0
2015-06-18,119.9296875,119.9921875,119.5390625,,0.09375,119.6875,581.0,10252.0
2015-06-17,119.4765625,119.8125,119.125,,0.28125,119.78125,4873.0,11696.0
2015-06-16,119.4609375,119.546875,119.34375,,0.1484375,119.5,3532.0,13542.0
2015-06-15,119.3125,119.5625,119.3125,,0.1484375,119.3515625,4474.0,17088.0
2015-06-12,119.1875,119.375,119.078125,,0.03125,119.203125,4367.0,20358.0
2015-06-11,118.9765625,119.234375,118.8359375,,0.28125,119.234375,5926.0,23190.0
2015-06-10,119.0546875,119.09375,118.890625,,0.2109375,118.953125,5117.0,26543.0
2015-06-09,119.3515625,119.390625,118.9921875,,0.109375,119.1640625,10874.0,32535.0
2015-06-08,119.0859375,119.3046875,119.0234375,,0.1953125,119.2734375,7210.0,36370.0
2015-06-05,119.421875,119.5390625,118.8046875,,0.453125,119.078125,17084.0,42615.0
2015-06-04,119.296875,119.578125,119.109375,,0.21875,119.53125,17380.0,52269.0
2015-06-03,119.625,119.65625,119.234375,,0.3203125,119.3125,61910.0,71234.0
2015-06-02,119.8984375,119.9140625,119.5625,,0.2109375,119.6328125,63266.0,93775.0
2015-06-01,120.203125,120.265625,119.828125,,0.4140625,119.84375,76666.0,116983.0
2015-05-29,120.0546875,120.265625,120.0234375,,0.171875,120.2578125,225225.0,194883.0
2015-05-28,119.9140625,120.109375,119.890625,120.0859375,0.171875,120.0859375,909521.0,588695.0
2015-05-27,119.9375,119.9609375,119.734375,119.78125,0.0234375,119.9140625,1777256.0,1330812.0
2015-05-26,119.7578125,119.9609375,119.59375,119.9140625,0.28125,119.9375,1807883.0,1873912.0
2015-05-22,120.0,120.09375,119.5703125,119.75,0.3359375,119.65625,765429.0,1938004.0
2015-05-21,119.796875,120.0078125,119.7265625,119.8984375,0.2109375,119.9921875,604303.0,1947588.0
2015-05-20,119.5234375,119.8515625,119.5078125,119.71875,0.1875,119.78125,731106.0,1948855.0
2015-05-19,119.828125,120.0625,119.484375,119.59375,0.265625,119.59375,724067.0,1936752.0
2015-05-18,120.171875,120.25,119.8203125,,0.3359375,119.859375,468426.0,1931932.0
2015-05-15,119.9765625,120.28125,119.9765625,,0.21875,120.1953125,568361.0,1927538.0
2015-05-14,119.6796875,120.0234375,119.65625,119.9765625,0.265625,119.9765625,709796.0,1925429.0
2015-05-13,119.640625,120.0078125,119.6015625,119.859375,0.09375,119.7109375,823776.0,1915707.0
2015-05-12,119.453125,119.6875,119.140625,119.5546875,0.125,119.6171875,907672.0,1953505.0
2015-05-11,119.9375,120.046875,119.4609375,119.6875,0.453125,119.4921875,597865.0,1978089.0
2015-05-08,119.5546875,120.140625,119.484375,,0.3515625,119.9453125,944643.0,1967322.0
2015-05-07,119.4765625,119.703125,119.171875,,0.078125,119.59375,966262.0,2007004.0
2015-05-06,119.640625,119.7265625,119.4296875,119.5859375,0.140625,119.515625,804185.0,2013828.0
2015-05-05,119.859375,120.0,119.5859375,,0.21875,119.65625,708069.0,2044292.0
2015-05-04,119.90625,120.015625,119.71875,,0.0390625,119.875,479885.0,2055877.0
2015-05-01,120.1875,120.1953125,119.8125,119.8671875,0.296875,119.8359375,412128.0,2066717.0
2015-04-30,120.25,120.3203125,119.8203125,120.15625,0.1015625,120.1328125,984357.0,2057022.0
2015-04-29,120.28125,120.4296875,119.875,120.2265625,0.15625,120.234375,942812.0,2022126.0
2015-04-28,120.59375,120.609375,120.2890625,,0.171875,120.390625,590948.0,2009041.0
2015-04-27,120.671875,120.71875,120.453125,,0.078125,120.5625,399930.0,2019891.0
2015-04-24,120.4140625,120.6875,120.3203125,120.6015625,0.1953125,120.640625,504693.0,2019025.0
2015-04-23,120.265625,120.4765625,120.2265625,,0.171875,120.4453125,590595.0,2009788.0
2015-04-22,120.5390625,120.6015625,120.1875,120.25,0.2265625,120.2734375,582572.0,1991306.0
2015-04-21,120.5859375,120.6796875,120.4609375,,0.0859375,120.5,358554.0,2002314.0
2015-04-20,120.6171875,120.734375,120.515625,,0.1171875,120.5859375,421673.0,1998281.0
2015-04-17,120.6640625,120.8984375,120.4921875,120.71875,0.0234375,120.703125,629121.0,1994116.0
2015-04-16,120.5859375,120.7578125,120.453125,120.609375,0.171875,120.7265625,625146.0,2003942.0
2015-04-15,120.4765625,120.6328125,120.421875,120.5390625,0.109375,120.5546875,399450.0,2019577.0
2015-04-14,120.34375,120.6484375,120.265625,,0.1796875,120.4453125,559826.0,2031070.0
2015-04-13,120.171875,120.3359375,120.0078125,,0.1328125,120.265625,373975.0,2011236.0
2015-04-10,120.171875,120.3046875,120.109375,120.125,0.0546875,120.1328125,387775.0,2019997.0
2015-04-09,120.40625,120.5390625,120.1328125,120.5078125,0.28125,120.1875,502210.0,2005813.0
2015-04-08,120.4921875,120.578125,120.296875,,0.015625,120.46875,414875.0,2000104.0
