Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2015-09-30,120.7421875,120.8828125,120.609375,120.8359375,0.046875,120.8359375,1461.0,62731.0
2015-09-29,120.703125,120.90625,120.578125,120.828125,0.2265625,120.8828125,3487.0,64181.0
2015-09-28,120.453125,120.671875,120.390625,120.65625,0.25,120.65625,2342.0,65513.0
2015-09-25,120.375,120.4453125,120.1484375,120.421875,0.140625,120.40625,1106.0,66014.0
2015-09-24,120.375,120.7421875,120.3671875,120.53125,0.078125,120.546875,883.0,66478.0
2015-09-23,120.4140625,120.6484375,120.375,120.4140625,0.0703125,120.46875,3508.0,67617.0
2015-09-22,120.3671875,120.5859375,120.34375,120.5078125,0.3359375,120.5390625,3170.0,66157.0
2015-09-21,120.2890625,120.2890625,120.203125,120.234375,0.2890625,120.203125,1193.0,66448.0
2015-09-18,120.3828125,120.546875,120.3515625,120.4609375,0.28125,120.4921875,6377.0,65744.0
2015-09-17,119.7109375,120.3203125,119.6484375,120.28125,0.5859375,120.2109375,11984.0,73470.0
2015-09-16,119.703125,119.828125,119.59375,119.6328125,0.046875,119.625,3690.0,79504.0
2015-09-15,120.1796875,120.21875,119.5859375,119.609375,0.46875,119.671875,13648.0,87525.0
2015-09-14,120.0390625,120.2109375,120.0390625,120.1484375,,120.140625,6999.0,92990.0
2015-09-11,119.953125,120.15625,119.8828125,120.109375,0.234375,120.140625,15913.0,99769.0
2015-09-10,120.0546875,120.0625,119.8203125,119.890625,0.1015625,119.90625,11246.0,104163.0
2015-09-09,119.96875,120.03125,119.6953125,119.9453125,0.0625,120.0078125,9954.0,111775.0
2015-09-08,120.2265625,120.2265625,119.921875,119.96875,0.25,119.9453125,27409.0,115779.0
2015-09-04,120.1015625,120.390625,119.9609375,120.2109375,0.1171875,120.1953125,24972.0,126347.0
2015-09-03,119.9296875,120.171875,119.8984375,120.1015625,0.1796875,120.078125,25804.0,131394.0
2015-09-02,120.0390625,120.1171875,119.84375,119.953125,0.0859375,119.8984375,75774.0,167111.0
2015-09-01,119.796875,120.09375,119.7578125,120.0390625,0.171875,119.984375,106310.0,211819.0
2015-08-31,119.96875,120.15625,119.75,119.7734375,0.140625,119.8125,162714.0,265620.0
